Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV00435,C00471,"P00282,P00274",18/07/2025,TKO
INV00436,C00261,"P00270,P00442",21/02/2024,MK
INV00437,C00214,"P00506,P00084,P00454",23/02/2025,TKO
INV00438,C00609,"P00395,P00125,P00041",03/07/2024,TKO
INV00439,C00435,"P00270,P00442,P00496,P00372",16/07/2025,CYB
INV00440,C00934,"P00275,P00305,P00045",31/08/2025,TKO
INV00441,C00925,"P00270,P00442,P00430",03/12/2024,CYB
INV00442,C00040,"P00147,P00291",18/09/2025,MK
INV00443,C00073,"P00270,P00442,P00151,P00321",11/05/2024,TKO
INV00444,C00073,"P00322,P00018,P00508,P00021",03/05/2025,CYB
INV00445,C00490,"P00037,P00432,P00048,P00120,P00526",13/01/2025,CYB
INV00446,C00720,"P00530,P00027,P00500,P00364",18/11/2024,MK
INV00447,C00553,"P00271,P00387,P00403,P00188",03/05/2025,ST
INV00448,C00209,"P00065,P00297,P00214",11/10/2024,CYB
INV00449,C01114,"P00166,P00512,P00354,P00307,P00150",14/05/2025,CYB
INV00450,C00778,"P00260,P00490,P00125,P00463,P00264",06/07/2024,ST
INV00451,C00500,"P00450,P00415,P00453",27/02/2025,TKO
INV00452,C00803,P00323,22/08/2025,TKO
INV00453,C00649,P00427,08/11/2024,TKO
INV00454,C00942,"P00362,P00048,P00152",16/04/2025,CYB
INV00455,C01003,"P00026,P00336,P00153",03/08/2024,TKO
INV00456,C00464,"P00271,P00387",23/06/2025,MK
INV00457,C00075,"P00181,P00222,P00314,P00510",15/08/2025,CYB
INV00458,C00014,"P00304,P00351,P00409",25/01/2025,TKO
INV00459,C00544,"P00500,P00239,P00107,P00466,P00266",06/10/2025,TKO
INV00460,C01127,"P00334,P00382,P00234,P00027,P00316",26/05/2024,TKO
INV00461,C00248,"P00260,P00216,P00506,P00348",06/09/2024,TKO
INV00462,C00025,"P00222,P00179,P00058,P00153",28/03/2025,TKO
INV00463,C00100,"P00423,P00202,P00427,P00053",14/07/2024,MK
INV00464,C00990,"P00507,P00308,P00240,P00011,P00229",14/07/2024,ST
INV00465,C01036,"P00530,P00140,P00097",05/06/2024,TKO
INV00466,C00456,P00044,10/02/2025,CYB
INV00467,C00293,P00006,13/10/2024,TKO
INV00468,C01018,"P00262,P00501",04/11/2024,CYB
INV00469,C00488,"P00271,P00387,P00291,P00422",22/01/2025,TKO
INV00470,C00392,"P00150,P00104",15/12/2024,ST
INV00471,C00782,"P00271,P00387,P00269,P00471",19/02/2025,TKO
INV00472,C01015,"P00271,P00387,P00270",02/10/2024,CYB
INV00473,C00731,"P00190,P00119,P00160,P00438,P00382",13/04/2024,ST
INV00474,C00400,"P00244,P00300",11/11/2025,TKO
INV00475,C00419,"P00383,P00172,P00268,P00028,P00487",16/11/2024,MK
INV00476,C01088,"P00319,P00182,P00032,P00021",27/06/2025,MK
INV00477,C00047,P00211,03/03/2024,TKO
INV00478,C01010,"P00295,P00458,P00218,P00226,P00362",17/11/2025,TKO
INV00479,C00385,"P00303,P00106",13/01/2025,CYB
INV00480,C00711,"P00299,P00289",30/03/2024,CYB
INV00481,C00849,"P00020,P00104",18/08/2024,MK
INV00482,C00607,"P00270,P00442",11/09/2025,TKO
INV00483,C00202,"P00340,P00395,P00232",25/01/2025,TKO
INV00484,C00948,"P00533,P00123",30/04/2025,CYB
INV00485,C00763,"P00435,P00205",30/11/2024,MK
INV00486,C01178,P00155,08/05/2025,TKO
INV00487,C00064,"P00270,P00442,P00349,P00032",07/08/2024,TKO
INV00488,C00027,"P00232,P00271,P00028,P00372,P00191",01/11/2024,ST
INV00489,C00325,"P00410,P00246,P00079",27/02/2024,ST
INV00490,C00646,"P00307,P00438,P00490,P00118",03/12/2024,CYB
INV00491,C00717,"P00270,P00062",20/02/2024,MK
INV00492,C00985,"P00267,P00015",05/09/2025,CYB
INV00493,C00436,"P00270,P00442,P00332,P00313",16/07/2025,CYB
INV00494,C00898,"P00024,P00115,P00003,P00305",05/03/2024,TKO
INV00495,C01129,"P00414,P00296,P00352",01/06/2024,CYB
INV00496,C00561,"P00400,P00480",20/06/2024,MK
INV00497,C00201,P00254,02/01/2024,MK
INV00498,C00021,"P00271,P00387,P00432",10/09/2025,MK
INV00499,C00909,"P00446,P00128,P00195",05/03/2025,TKO
INV00500,C00479,P00249,13/03/2024,ST
INV00501,C00887,P00404,23/04/2024,MK
INV00502,C00100,"P00490,P00046",18/09/2025,MK
INV00503,C00491,"P00270,P00442",04/10/2025,ST
INV00504,C00960,"P00270,P00442,P00370",07/05/2025,TKO
INV00505,C00797,"P00271,P00387,P00324,P00190",17/12/2024,TKO
INV00506,C00223,P00090,23/03/2024,TKO
INV00507,C01150,"P00126,P00299,P00313",22/07/2025,TKO
INV00508,C00820,"P00095,P00332,P00326",24/02/2025,TKO
INV00509,C00132,"P00271,P00387",06/09/2024,CYB
INV00510,C00238,"P00270,P00442,P00454,P00146",12/12/2024,TKO
INV00511,C00289,"P00378,P00453,P00098",11/09/2024,CYB
INV00512,C00971,"P00140,P00478,P00270",15/09/2024,CYB
INV00513,C00528,"P00252,P00429,P00248,P00524,P00436",20/12/2025,MK
INV00514,C01060,P00492,09/02/2024,CYB
INV00515,C00577,"P00056,P00145",18/12/2025,MK
INV00516,C00586,"P00370,P00145",11/05/2024,CYB
INV00517,C00343,"P00380,P00021,P00224,P00509,P00478",21/06/2024,MK
INV00518,C00463,P00028,25/11/2025,CYB
INV00519,C01168,"P00270,P00442,P00258",06/12/2024,CYB
INV00520,C00468,"P00239,P00346,P00395",07/03/2025,TKO
INV00521,C00448,P00265,12/06/2024,MK
INV00522,C00814,"P00038,P00452,P00050,P00345,P00039",18/05/2024,MK
INV00523,C00001,"P00162,P00490",24/04/2025,CYB
INV00524,C01150,P00339,17/07/2024,MK
INV00525,C00930,"P00121,P00512,P00343,P00276,P00409",20/10/2025,MK
INV00526,C00589,P00239,28/05/2024,MK
INV00527,C01020,"P00364,P00362,P00404",30/04/2024,MK
INV00528,C00932,"P00278,P00478,P00519,P00375",16/02/2025,TKO
INV00529,C00492,"P00490,P00407,P00410,P00185",09/08/2025,MK
INV00530,C00017,P00490,26/03/2025,CYB
INV00531,C00184,"P00466,P00079,P00176",20/07/2025,TKO
INV00532,C01024,P00488,25/05/2025,TKO
INV00533,C00430,"P00261,P00429,P00319",23/08/2025,MK
INV00534,C00484,"P00202,P00395,P00171,P00101,P00146",27/10/2024,TKO
INV00535,C00234,"P00279,P00110",18/06/2025,TKO
INV00536,C01085,"P00226,P00090,P00279",12/03/2024,TKO
INV00537,C00104,"P00046,P00152,P00035",11/03/2025,ST
INV00538,C01027,"P00157,P00205",11/10/2024,MK
INV00539,C00247,"P00462,P00347,P00095,P00216,P00308",06/03/2025,ST
INV00540,C00926,P00535,15/08/2024,CYB
INV00541,C00694,"P00396,P00518,P00531,P00180,P00520",08/10/2024,ST
INV00542,C01043,"P00208,P00486",03/06/2024,TKO
INV00543,C00904,"P00093,P00345,P00475,P00448",09/07/2024,CYB
INV00544,C00860,"P00271,P00387,P00413",27/08/2025,TKO
INV00545,C00675,P00007,11/09/2025,CYB
INV00546,C00317,"P00214,P00532,P00496",12/10/2025,CYB
INV00547,C00643,"P00212,P00318",14/07/2025,MK
INV00548,C00477,"P00162,P00313",16/01/2025,ST
INV00549,C00623,"P00095,P00071",27/01/2025,CYB
INV00550,C00322,"P00125,P00141,P00372",14/07/2024,MK
INV00551,C00984,"P00202,P00375",05/06/2025,TKO
INV00552,C00076,"P00389,P00328,P00307",12/01/2024,TKO
INV00553,C00102,"P00420,P00070,P00428",15/01/2024,ST
INV00554,C00401,"P00429,P00284",02/09/2025,TKO
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",18/06/2025,TKO
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",18/03/2025,ST
INV00557,C00646,"P00424,P00086,P00367,P00102",15/04/2025,MK
INV00558,C00421,"P00348,P00223,P00291,P00246",03/06/2025,ST
INV00559,C00307,P00318,04/09/2025,TKO
INV00560,C00707,"P00287,P00399,P00253,P00085",05/09/2025,ST
INV00561,C01030,"P00180,P00525",16/06/2025,MK
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",10/04/2024,MK
INV00563,C00633,"P00204,P00150,P00362",29/12/2024,ST
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",22/05/2025,MK
INV00565,C00654,"P00508,P00024",27/02/2025,CYB
INV00566,C00837,"P00336,P00291,P00531,P00283",01/12/2024,ST
INV00567,C00525,"P00270,P00442",27/04/2025,MK
INV00568,C00708,"P00012,P00003,P00400,P00468",13/05/2024,CYB
INV00569,C00488,"P00270,P00442",28/12/2025,ST
INV00570,C00756,P00352,20/03/2024,CYB
INV00571,C00826,"P00417,P00327,P00441",13/04/2025,TKO
INV00572,C00309,"P00195,P00466,P00018",24/10/2025,MK
INV00573,C00021,"P00177,P00059,P00369,P00329",23/02/2025,CYB
INV00574,C00986,"P00514,P00534",09/08/2025,TKO
INV00575,C00835,"P00271,P00387,P00370,P00306",12/03/2024,CYB
INV00576,C01128,"P00270,P00442,P00498,P00074",10/01/2025,CYB
INV00577,C00273,"P00270,P00442",22/09/2024,CYB
INV00578,C00783,"P00047,P00438,P00491,P00270",30/04/2024,TKO
INV00579,C00631,"P00346,P00239,P00167",07/09/2024,MK
INV00580,C00796,"P00221,P00222",18/03/2025,CYB
INV00581,C00466,"P00516,P00377,P00198",31/10/2024,CYB
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",05/06/2025,MK
INV00583,C00522,"P00245,P00400,P00461",04/11/2025,CYB
INV00584,C00861,"P00220,P00054,P00297,P00237",24/03/2024,TKO
INV00585,C00646,"P00270,P00442,P00377,P00484",23/06/2025,TKO
INV00586,C00013,"P00271,P00387,P00317",01/07/2024,CYB
INV00587,C00355,"P00490,P00501,P00279,P00367",11/02/2025,MK
INV00588,C01027,"P00530,P00261",27/10/2025,CYB
INV00589,C01015,P00014,18/12/2024,MK
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",05/04/2025,MK
INV00591,C00076,P00409,19/01/2025,TKO
INV00592,C00023,"P00158,P00461,P00333,P00460",15/03/2025,CYB
INV00593,C00574,"P00271,P00387,P00078",15/08/2024,CYB
INV00594,C00845,"P00380,P00017,P00112,P00144",14/04/2025,ST
INV00595,C00978,"P00169,P00091,P00124",14/05/2025,MK
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",20/06/2025,CYB
INV00597,C00098,"P00271,P00387",07/10/2024,ST
INV00598,C00087,"P00186,P00313,P00365",08/08/2024,TKO
INV00599,C00436,"P00313,P00054",07/07/2024,ST
INV00600,C00192,"P00135,P00456",18/01/2025,MK
INV00601,C00380,"P00436,P00370",25/07/2024,TKO
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",27/08/2025,MK
INV00603,C01074,"P00327,P00457,P00345",13/12/2025,CYB
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",16/08/2025,TKO
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",30/08/2025,ST
INV00606,C01067,"P00107,P00220",27/01/2025,TKO
INV00607,C01176,"P00327,P00220,P00119,P00386",07/02/2024,TKO
INV00608,C01168,P00347,19/12/2025,TKO
INV00609,C00861,"P00056,P00238,P00210,P00126",28/04/2024,CYB
INV00610,C00673,"P00363,P00382,P00091",07/07/2025,CYB
INV00611,C00849,"P00468,P00260,P00228,P00016",18/03/2024,MK
INV00612,C00678,"P00453,P00295,P00532,P00142,P00016",18/06/2025,CYB
INV00613,C00314,"P00271,P00387",18/06/2025,TKO
INV00614,C00583,"P00378,P00531,P00088,P00231,P00206",07/04/2025,TKO
INV00615,C00348,"P00034,P00399,P00486,P00138,P00319",10/07/2024,CYB
INV00616,C00883,P00126,28/08/2025,MK
INV00617,C00447,"P00298,P00480,P00055",14/04/2024,CYB
INV00618,C00390,"P00078,P00377,P00192,P00228,P00276",14/11/2025,ST
INV00619,C00324,"P00377,P00256,P00488",15/08/2025,ST
INV00620,C00292,"P00430,P00173,P00092,P00532,P00108",02/08/2025,MK
INV00621,C00958,"P00487,P00515,P00263,P00264",03/11/2025,TKO
INV00622,C00512,"P00234,P00158,P00093,P00367,P00112",09/01/2025,ST
INV00623,C00599,"P00297,P00219,P00041,P00442",23/11/2025,MK
INV00624,C01169,"P00478,P00057",26/08/2024,MK
INV00625,C00207,"P00493,P00406,P00150",12/02/2025,ST
INV00626,C00040,"P00474,P00248,P00198,P00416,P00069",20/07/2024,ST
INV00627,C01098,"P00270,P00442,P00058,P00040",18/04/2025,MK
INV00628,C00866,"P00392,P00072,P00467",20/12/2025,MK
INV00629,C00430,"P00170,P00004",18/01/2025,CYB
INV00630,C00702,"P00271,P00387",20/01/2024,TKO
INV00631,C00765,"P00270,P00442,P00318,P00077",07/08/2025,ST
INV00632,C00518,P00192,10/12/2025,TKO
INV00633,C01118,P00132,02/12/2024,CYB
INV00634,C00698,"P00270,P00442,P00384,P00455",11/05/2025,CYB
INV00635,C01055,"P00052,P00006,P00224,P00154",01/07/2025,ST
INV00636,C00594,"P00271,P00387,P00514",08/06/2025,ST
INV00637,C00666,"P00250,P00270,P00131,P00006,P00293",03/12/2025,CYB
INV00638,C00008,"P00271,P00387,P00196,P00265",07/04/2025,MK
INV00639,C01008,"P00270,P00442",20/07/2024,CYB
INV00640,C00341,"P00232,P00381,P00256,P00026",09/09/2025,TKO
INV00641,C00008,"P00055,P00327,P00382,P00167",22/12/2024,TKO
INV00642,C00325,"P00271,P00387",19/11/2024,CYB
INV00643,C00625,P00203,29/02/2024,TKO
INV00644,C01075,"P00489,P00232",11/06/2025,ST
INV00645,C01153,"P00464,P00492,P00429,P00495",14/12/2025,MK
INV00646,C00518,"P00270,P00442",23/12/2025,ST
INV00647,C00504,"P00271,P00387,P00033,P00428",17/09/2025,TKO
INV00648,C00355,"P00270,P00442,P00178",27/08/2025,TKO
INV00649,C00827,"P00337,P00380,P00084",24/08/2024,MK
INV00650,C01015,"P00321,P00199",11/04/2024,TKO
INV00651,C00930,"P00123,P00498,P00214",20/02/2025,CYB
INV00652,C00623,"P00271,P00387,P00245,P00377",06/05/2025,TKO
INV00653,C00451,"P00188,P00032,P00161",31/01/2025,MK
INV00654,C00628,"P00270,P00442",27/09/2024,ST
INV00655,C01137,"P00329,P00193,P00456,P00164,P00369",23/03/2024,MK
INV00656,C01175,"P00151,P00497,P00381,P00298",04/02/2024,ST
INV00657,C00622,"P00414,P00114",22/12/2024,MK
INV00658,C00512,"P00271,P00387,P00198,P00316",04/11/2024,TKO
INV00659,C00670,"P00509,P00244,P00453,P00420,P00094",21/09/2025,MK
INV00660,C00446,"P00365,P00212,P00436,P00357",05/11/2025,TKO
INV00661,C00014,"P00398,P00510,P00006,P00050",09/02/2025,ST
INV00662,C01066,"P00341,P00501,P00337",14/06/2025,ST
INV00663,C00246,"P00202,P00240,P00002",19/01/2024,MK
INV00664,C00195,P00204,24/07/2025,CYB
INV00665,C00618,"P00279,P00212,P00150,P00438",16/04/2024,CYB
INV00666,C00085,"P00002,P00390,P00447,P00495,P00251",02/12/2025,TKO
INV00667,C00068,"P00384,P00053",30/10/2024,TKO
INV00668,C00403,"P00109,P00469,P00269,P00056,P00172",04/10/2024,CYB
INV00669,C00061,"P00509,P00223,P00345",01/07/2024,MK
INV00670,C00538,"P00357,P00261,P00026",03/06/2024,MK
INV00671,C00866,"P00148,P00486,P00281,P00234,P00263",15/07/2025,CYB
INV00672,C00811,"P00271,P00387,P00529,P00173",12/07/2024,TKO
INV00673,C00797,"P00270,P00442,P00054,P00254",12/11/2025,TKO
INV00674,C00068,"P00143,P00509,P00384",16/09/2024,CYB
INV00675,C00068,"P00271,P00387",26/06/2025,MK
INV00676,C00508,P00365,22/10/2024,CYB
INV00677,C00252,P00254,04/10/2025,CYB
INV00678,C00243,"P00415,P00170,P00318,P00064,P00022",14/12/2025,TKO
INV00679,C00658,"P00161,P00110,P00503",17/01/2024,CYB
INV00680,C00389,"P00167,P00114,P00053",31/05/2024,ST
INV00681,C00368,"P00271,P00387",30/10/2025,CYB
INV00682,C00430,"P00226,P00148",13/07/2024,MK
INV00683,C00612,"P00329,P00452,P00518,P00136,P00507",09/04/2024,MK
INV00684,C00122,"P00031,P00180",15/08/2025,MK
INV00685,C00398,"P00271,P00387,P00102",01/09/2025,MK
INV00686,C00706,P00328,25/12/2024,CYB
INV00687,C00159,"P00519,P00266,P00119",17/07/2024,ST
INV00688,C00730,P00456,22/05/2025,TKO
INV00689,C00554,"P00072,P00042,P00345",08/11/2024,TKO
INV00690,C00318,"P00270,P00442,P00296,P00470",18/04/2025,TKO
INV00691,C00524,"P00415,P00343",05/09/2025,TKO
INV00692,C00869,P00254,26/11/2024,MK
INV00693,C00628,P00479,20/09/2024,MK
INV00694,C00519,"P00502,P00299,P00451,P00205",14/02/2024,TKO
INV00695,C01089,"P00451,P00021,P00464,P00256",18/10/2025,CYB
INV00696,C01158,"P00382,P00209",02/12/2025,MK
INV00697,C00838,P00414,21/09/2024,CYB
INV00698,C00475,"P00271,P00387,P00535,P00102",12/05/2025,TKO
INV00699,C00015,"P00029,P00194,P00116",13/01/2024,TKO
INV00700,C00666,"P00228,P00006",04/10/2025,ST
INV00701,C00606,"P00271,P00387",18/10/2024,TKO
INV00702,C00578,"P00318,P00100,P00098,P00350,P00418",05/09/2025,TKO
INV00703,C00708,"P00081,P00267,P00114,P00180",01/01/2025,ST
INV00704,C00504,"P00416,P00128,P00529,P00341",24/02/2024,MK
INV00705,C00999,"P00092,P00079,P00432",29/03/2024,MK
INV00706,C00314,"P00317,P00136,P00192,P00462",11/06/2024,ST
INV00707,C00669,P00041,05/06/2024,CYB
INV00708,C00754,"P00314,P00135,P00024,P00481,P00476",19/11/2024,MK
INV00709,C00015,"P00478,P00160,P00057,P00005,P00259",30/03/2024,TKO
INV00710,C00161,P00144,07/10/2025,CYB
INV00711,C01116,"P00532,P00078,P00177,P00487,P00430",16/09/2024,CYB
INV00712,C00091,"P00213,P00005",20/01/2024,MK
INV00713,C00733,P00126,15/02/2025,CYB
INV00714,C00035,"P00449,P00320,P00285,P00090",08/02/2025,TKO
INV00715,C00962,"P00335,P00003,P00150,P00103",25/06/2025,TKO
INV00716,C00764,P00504,23/10/2025,ST
INV00717,C00524,"P00148,P00353,P00205",06/09/2025,MK
INV00718,C00298,"P00013,P00268,P00302,P00193",11/12/2024,CYB
INV00719,C00049,"P00243,P00417,P00311,P00030,P00318",08/10/2025,CYB
INV00720,C00257,"P00271,P00387",24/03/2024,MK
INV00721,C00239,"P00306,P00416,P00418,P00024",02/07/2024,MK
INV00722,C01089,"P00271,P00387,P00390",30/08/2024,MK
INV00723,C00918,"P00183,P00372,P00477,P00231",29/04/2025,CYB
INV00724,C00018,"P00472,P00228,P00112",15/11/2025,CYB
INV00725,C00276,"P00196,P00066",01/04/2024,TKO
INV00726,C00753,P00455,11/06/2025,ST
INV00727,C00172,"P00271,P00387,P00060",08/08/2025,CYB
INV00728,C00112,"P00398,P00284,P00040",22/03/2025,CYB
INV00729,C00045,"P00271,P00387,P00115",18/03/2024,TKO
INV00730,C01060,"P00256,P00138,P00246",20/09/2024,CYB
INV00731,C00400,"P00030,P00267,P00192,P00117",23/08/2025,TKO
INV00732,C00876,"P00300,P00420,P00078,P00243",13/06/2024,ST
INV00733,C00049,"P00363,P00059",23/07/2024,TKO
INV00734,C00937,"P00469,P00350,P00248",21/12/2024,CYB
INV00735,C00825,"P00279,P00189,P00211,P00089",28/09/2025,MK
INV00736,C00005,"P00137,P00014,P00155,P00312,P00520",29/05/2025,TKO
INV00737,C00902,"P00352,P00431,P00451,P00369,P00148",01/09/2025,TKO
INV00738,C00354,"P00082,P00278,P00370,P00341",31/07/2025,CYB
INV00739,C00637,"P00270,P00442",03/01/2025,TKO
INV00740,C00144,"P00398,P00070",19/08/2024,CYB
INV00741,C00327,"P00453,P00321",22/11/2024,TKO
INV00742,C00645,"P00326,P00061",24/08/2024,TKO
INV00743,C00007,"P00428,P00052",09/11/2025,TKO
INV00744,C00445,"P00072,P00112",15/11/2024,CYB
INV00745,C00471,"P00271,P00387,P00205,P00188",03/03/2024,ST
INV00746,C00902,"P00488,P00302",23/01/2025,MK
INV00747,C00686,P00255,22/09/2024,MK
INV00748,C00700,"P00378,P00437,P00511,P00139",14/12/2025,TKO
INV00749,C00899,"P00520,P00421,P00144,P00277",13/03/2025,ST
INV00750,C00782,"P00087,P00513,P00386",20/02/2025,CYB
INV00751,C01141,"P00312,P00150,P00353,P00488,P00525",10/02/2025,CYB
INV00752,C00297,"P00271,P00387,P00219",14/04/2024,ST
INV00753,C00864,"P00446,P00212,P00123,P00397,P00192",08/03/2024,ST
INV00754,C00210,"P00431,P00183,P00136,P00055,P00521",08/04/2025,CYB
INV00755,C01000,"P00206,P00021,P00529,P00360,P00377",09/10/2024,TKO
INV00756,C00600,"P00271,P00387,P00518",27/04/2024,TKO
INV00757,C00514,"P00188,P00081,P00398",15/04/2024,CYB
INV00758,C00699,P00503,28/03/2025,TKO
INV00759,C00131,"P00479,P00078",18/10/2025,TKO
INV00760,C00849,"P00397,P00041",11/12/2025,TKO
INV00761,C00188,"P00447,P00255,P00377",29/10/2025,MK
INV00762,C01036,"P00289,P00077,P00103",20/04/2024,TKO
INV00763,C00081,"P00270,P00442,P00037",16/02/2025,ST
INV00764,C00970,"P00282,P00211,P00407",29/05/2024,MK
INV00765,C00233,"P00029,P00298,P00148,P00256,P00071",30/01/2024,ST
INV00766,C00118,"P00271,P00387,P00197",15/09/2024,ST
INV00767,C00275,"P00271,P00387",10/08/2025,ST
INV00768,C00540,P00240,29/07/2025,CYB
INV00769,C01134,P00513,04/03/2025,TKO
INV00770,C00573,P00129,19/05/2025,TKO
INV00771,C01053,P00060,27/01/2024,ST
INV00772,C00275,"P00065,P00427,P00256,P00048",17/05/2025,TKO
INV00773,C00734,"P00437,P00498,P00266,P00196,P00514",24/03/2025,CYB
INV00774,C00711,"P00226,P00202",01/05/2024,TKO
INV00775,C00320,P00103,29/06/2025,TKO
INV00776,C00966,"P00321,P00130",31/05/2025,TKO
INV00777,C00847,"P00075,P00384",24/09/2025,TKO
INV00778,C00123,"P00271,P00387",15/06/2024,CYB
INV00779,C00236,P00408,08/11/2024,TKO
INV00780,C00604,"P00022,P00152,P00404",10/06/2025,MK
INV00781,C00353,"P00326,P00227,P00426,P00271,P00520",25/10/2025,ST
INV00782,C00236,"P00449,P00240,P00332",07/02/2025,ST
INV00783,C00024,P00430,03/01/2025,TKO
INV00784,C00816,"P00421,P00345,P00488,P00095,P00043",01/09/2025,MK
INV00785,C01000,P00323,30/07/2025,CYB
INV00786,C00071,"P00066,P00051,P00129",23/09/2024,TKO
INV00787,C00048,P00320,25/07/2024,CYB
INV00788,C00878,"P00175,P00444,P00048",24/08/2024,TKO
INV00789,C01009,"P00332,P00307,P00452",09/06/2025,TKO
INV00790,C00107,"P00157,P00080,P00226,P00343",05/05/2025,MK
INV00791,C00540,"P00266,P00071",01/09/2025,ST
INV00792,C00169,"P00477,P00236,P00022,P00072,P00124",04/03/2025,MK
INV00793,C00086,"P00386,P00122,P00070",09/08/2025,MK
INV00794,C00748,P00119,18/08/2024,MK
INV00795,C00300,"P00271,P00387,P00152,P00476",17/04/2024,ST
INV00796,C00028,"P00001,P00046,P00338,P00370",08/12/2024,CYB
INV00797,C00636,"P00271,P00387,P00027",07/08/2024,CYB
INV00798,C00270,"P00198,P00066,P00062",28/07/2025,TKO
INV00799,C00366,"P00427,P00460,P00122",22/01/2024,ST
INV00800,C00312,P00479,17/04/2024,TKO
INV00801,C00280,"P00277,P00027,P00508",06/04/2025,TKO
INV00802,C00379,"P00134,P00444,P00288,P00053",08/05/2025,TKO
INV00803,C00182,"P00040,P00088,P00498",04/08/2024,ST
INV00804,C00959,"P00125,P00488,P00295",18/07/2024,TKO
INV00805,C00300,P00488,08/09/2025,TKO
INV00806,C00440,"P00227,P00420,P00391",29/08/2025,MK
INV00807,C01154,"P00242,P00524,P00073,P00129,P00068",04/07/2024,CYB
INV00808,C00008,"P00381,P00506,P00152,P00397",17/03/2024,MK
INV00809,C00233,"P00255,P00309,P00107,P00219,P00373",07/04/2024,ST
INV00810,C00003,"P00415,P00510,P00220,P00138,P00428",18/12/2024,CYB
INV00811,C00558,"P00190,P00261,P00292",10/03/2024,TKO
INV00812,C00495,"P00127,P00151,P00004,P00411",20/12/2025,ST
INV00813,C00402,P00172,01/05/2025,TKO
INV00814,C00354,P00046,05/03/2024,TKO
INV00815,C00469,"P00030,P00309,P00032,P00170",23/07/2024,MK
INV00816,C00107,"P00271,P00387,P00036",16/10/2025,MK
INV00817,C00783,"P00480,P00428",22/03/2025,CYB
INV00818,C00951,"P00268,P00292,P00104",10/09/2025,MK
INV00819,C00989,"P00225,P00286,P00341",21/01/2025,TKO
INV00820,C00399,"P00487,P00231,P00193,P00070,P00449",20/09/2024,CYB
INV00821,C00091,"P00270,P00442,P00097",03/08/2025,TKO
INV00822,C00541,"P00104,P00056,P00351,P00295",16/10/2025,TKO
INV00823,C01176,"P00074,P00108,P00473",13/10/2025,CYB
INV00824,C00530,"P00315,P00337,P00085,P00122,P00271",02/06/2024,ST
INV00825,C00056,"P00182,P00175,P00512,P00293,P00014",03/09/2024,TKO
INV00826,C00338,"P00271,P00387,P00082",15/12/2024,ST
INV00827,C00907,"P00106,P00195,P00451,P00357,P00432",22/10/2024,CYB
INV00828,C00700,"P00270,P00442",28/12/2025,CYB
INV00829,C00233,"P00463,P00307",29/01/2024,MK
INV00830,C01131,"P00157,P00074",09/02/2024,CYB
INV00831,C00582,"P00175,P00485,P00248,P00218",22/08/2024,MK
INV00832,C00902,"P00270,P00442",16/03/2025,CYB
INV00833,C00798,"P00083,P00150",03/04/2024,ST
INV00834,C00277,"P00029,P00262,P00091",14/03/2025,TKO
INV00835,C01011,P00389,17/06/2024,TKO
INV00836,C00241,P00248,28/07/2025,ST
INV00837,C00384,"P00361,P00048,P00478",07/10/2024,TKO
INV00838,C01042,"P00199,P00483,P00297,P00436",09/07/2025,TKO
INV00839,C00411,"P00313,P00110,P00293,P00457",29/11/2024,TKO
INV00840,C00706,"P00506,P00357,P00127,P00453",23/04/2024,TKO
INV00841,C00413,"P00271,P00387",15/11/2024,TKO
INV00842,C00092,"P00465,P00117,P00468",22/12/2025,TKO
INV00843,C00537,"P00366,P00237,P00175,P00379",19/01/2025,TKO
INV00844,C00542,"P00043,P00534,P00506",12/01/2025,CYB
INV00845,C00958,"P00065,P00393,P00173",18/01/2025,MK
INV00846,C00589,"P00005,P00473,P00326,P00488",13/01/2024,TKO
